Date,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10
1987-12-15,0.00,2.86,-2.14,-0.71,-2.86,-3.57,-1.43,-0.71,-1.43,0.00
1987-12-30,0.00,-6.52,-12.32,-13.77,-15.94,-12.32,-13.04,-14.49,-11.59,-13.77
1988-01-08,0.00,-1.28,1.28,-0.64,-2.56,-3.85,-2.56,-2.56,-1.92,-2.56
1988-07-26,0.00,-1.09,-2.19,-9.29,-21.86,-21.86,-21.86,-26.23,-21.86,-21.31
1988-09-07,0.00,1.33,0.44,0.44,-0.89,0.44,-0.44,-0.44,-1.33,-0.44
1988-09-13,0.00,1.32,0.44,0.44,-0.44,0.44,1.32,1.76,1.32,0.44
1988-10-06,0.00,0.00,-0.44,0.00,-0.44,-0.44,-0.88,-1.76,-0.88,-1.32
1988-11-16,0.00,-0.95,0.00,-0.95,-1.90,-1.43,-0.48,-0.48,-2.38,-2.38
1989-02-21,0.00,0.00,0.39,-0.78,-2.71,-1.16,-2.71,-7.36,-6.20,-5.43
1989-08-03,0.00,-0.92,0.00,0.46,0.46,0.92,2.99,4.37,2.53,1.38
1989-08-08,0.00,0.00,0.46,2.54,3.93,2.08,0.92,0.92,2.54,4.39
1989-08-11,0.00,1.42,-0.47,-1.66,-1.66,0.00,1.90,1.90,-0.24,-0.47
1989-09-19,0.00,-0.97,-1.46,-0.73,1.70,-0.49,-2.19,-2.19,-1.70,-1.95
1989-09-25,0.00,-2.23,-3.96,-3.96,-3.47,-3.71,-3.47,-1.49,-1.73,-1.49
1989-10-05,0.00,0.24,0.49,0.73,1.70,7.54,0.73,2.92,3.41,1.70
1989-10-26,0.00,-1.35,-2.16,-0.81,0.54,0.81,3.51,1.62,-1.89,-2.43
1989-11-01,0.00,0.27,2.99,1.09,-2.45,-2.99,-5.98,-8.70,-7.07,-6.79
1989-12-11,0.00,0.00,0.00,-0.28,2.56,5.40,2.27,1.14,-0.85,-3.41
1990-05-24,0.00,-0.68,-2.03,-4.73,-7.77,-13.51,-17.57,-16.89,-10.81,-11.82
1990-06-13,0.00,-3.97,-1.66,-1.32,0.33,-1.66,0.00,0.00,3.31,1.99
1990-06-26,0.00,-1.01,-1.35,-0.34,1.35,3.72,0.00,2.70,5.74,6.42
1990-07-02,0.00,2.40,-1.37,1.37,4.45,5.14,5.82,4.79,0.00,-3.77
1990-08-30,0.00,0.38,-0.77,-0.77,-0.77,0.00,0.77,2.30,6.51,9.20
1990-09-07,0.00,0.77,2.30,6.51,9.20,10.34,14.18,16.48,20.31,19.16
1990-09-10,0.00,1.54,5.79,8.49,9.65,13.51,15.83,19.69,18.53,21.62
1990-09-26,0.00,-6.21,-8.07,-8.70,-4.35,-3.73,-3.11,-3.11,0.00,3.11
1990-11-21,0.00,-3.78,-11.35,-8.11,-3.24,-3.78,-3.24,-8.11,-14.59,-9.73
1991-05-09,0.00,-0.34,0.34,1.01,0.34,3.37,2.02,0.00,-0.67,-1.01
1991-05-14,0.00,-0.68,2.38,1.02,-1.02,-1.70,-2.04,-3.40,-8.84,-12.24
1991-06-25,0.00,3.27,6.54,3.27,2.29,3.59,3.27,4.25,2.61,1.96
1991-08-02,0.00,-1.08,-0.72,-2.89,-3.97,-6.14,-11.55,-12.27,-9.75,-7.94
1991-09-13,0.00,-1.70,-1.36,-1.70,-2.38,0.00,0.68,1.02,2.04,3.06
1991-09-30,0.00,1.73,3.11,3.46,3.81,4.50,7.27,7.61,4.84,0.00
1991-10-21,0.00,-0.67,0.67,1.34,-0.34,0.00,-0.34,-0.34,0.00,-1.01
1991-10-24,0.00,-1.70,-1.36,-1.70,-1.70,-1.36,-2.38,-2.38,-3.40,-5.44
1991-11-01,0.00,0.00,-1.00,-2.99,-3.65,-3.32,-3.65,-3.65,-3.65,-1.33
1991-11-11,0.00,0.00,0.00,2.24,4.49,8.33,9.29,9.94,10.90,11.22
1992-07-13,0.00,3.08,5.66,5.66,3.08,3.86,5.40,6.68,6.94,9.51
1992-07-15,0.00,0.00,-2.72,-1.91,-0.27,1.09,1.36,4.09,-0.27,-1.09
1992-07-27,0.00,-0.82,-0.54,0.00,0.27,-1.09,-1.36,-0.82,0.54,1.63
1992-09-24,0.00,-2.05,-2.34,-3.80,-4.09,-2.34,-0.88,-0.58,0.88,1.17
1992-11-16,0.00,-2.30,-2.81,-4.09,-3.58,-2.30,-3.07,-3.32,-3.07,-3.58
1993-05-05,0.00,1.27,0.25,-1.27,-1.02,2.28,6.60,7.11,5.84,4.31
1993-06-15,0.00,-1.62,-4.32,-5.95,-6.49,-3.51,-5.68,-5.14,-8.11,-6.22
1993-07-19,0.00,-1.53,-0.26,0.00,-1.53,-1.28,-0.51,-3.32,-2.81,-3.06
1993-09-29,0.00,-1.70,-2.18,-2.67,-2.91,-1.46,-0.97,-0.49,-0.24,-1.46
1994-01-18,0.00,-0.26,-1.02,-0.51,-0.26,-0.26,-2.05,-2.30,-3.84,-3.58
1994-02-10,0.00,-0.52,-0.78,-0.78,-0.26,0.26,-1.29,-1.29,0.26,-0.78
1994-02-17,0.00,-1.55,-1.55,0.00,-1.04,-1.30,-1.04,0.78,2.33,1.04
1994-03-07,0.00,0.27,0.80,0.27,0.00,0.00,-2.93,-2.13,-2.13,-1.06
1994-03-09,0.00,-0.54,-0.80,-0.80,-3.75,-2.95,-2.95,-1.88,-1.61,-2.14
1994-03-21,0.00,-0.53,0.26,3.96,1.85,2.64,3.43,3.43,5.54,2.37
1994-07-05,0.00,-0.24,-0.95,-0.95,-0.72,-1.19,-4.06,-4.06,-5.25,-5.01
1994-09-12,0.00,-0.47,-0.71,0.47,3.78,6.38,6.86,8.51,10.17,9.22
1994-09-16,0.00,2.70,3.19,4.91,6.63,5.65,6.63,5.65,3.19,3.69
1995-02-17,0.00,-2.02,-3.53,-2.52,-0.76,-0.50,0.50,-0.76,-1.01,-0.25
1995-03-09,0.00,0.00,-1.26,-1.01,-1.77,-0.76,0.51,2.27,1.26,0.76
1995-03-24,0.00,-1.01,-2.26,-2.51,-2.01,-1.76,-1.76,-3.27,-5.28,-6.03
1995-07-21,0.00,-1.81,-3.17,-2.49,-1.81,-1.81,-1.81,-3.17,-3.17,-4.08
