Date,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10
2008-03-06,0.00,2.09,-4.17,-3.09,-4.65,-3.57,-3.66,-8.65,-6.07,-9.01
2008-05-14,0.00,1.11,3.23,2.02,6.08,6.68,4.51,1.74,1.43,1.60
2008-09-08,0.00,0.05,-0.64,1.81,7.46,7.78,15.72,11.60,7.10,13.60
2008-12-30,0.00,-6.33,-10.81,-8.99,-6.63,-8.61,-6.13,-3.88,-2.77,0.02
2009-01-06,0.00,-1.86,0.47,2.58,3.63,6.24,8.38,9.54,14.08,8.99
2009-02-26,0.00,1.53,1.05,-2.08,0.53,4.49,6.94,0.76,-3.77,-7.88
2009-06-22,0.00,-1.65,-4.37,-6.29,-5.94,-6.28,-6.58,-4.48,-3.43,-1.04
2009-08-10,0.00,-1.52,-3.43,-2.43,1.99,-0.72,-1.09,-2.15,-3.92,-3.83
2009-10-08,0.00,-0.18,0.24,-0.43,-0.05,1.27,0.32,-4.35,-7.59,-7.73
2010-01-11,0.00,-1.41,-0.82,0.86,-3.52,-1.93,-0.17,4.80,2.24,0.86
2010-03-19,0.00,-1.61,-2.06,-0.85,-2.74,-3.40,-4.94,-4.56,-4.99,-6.11
2010-03-25,0.00,-0.65,-2.14,-1.78,-2.20,-3.29,-3.74,-4.20,-3.92,-4.72
2010-04-30,0.00,2.88,3.89,7.55,11.45,4.64,3.69,1.60,3.00,4.70
2010-05-13,0.00,-0.16,0.58,2.16,6.33,4.53,2.78,3.39,3.83,0.19
2010-06-21,0.00,1.05,1.77,2.61,2.03,6.46,8.15,9.26,9.83,9.21
2010-09-30,0.00,1.37,-2.27,-2.36,-2.37,-4.09,-4.54,-5.67,-6.24,-7.00
2010-11-09,0.00,0.43,3.14,3.46,5.17,5.51,3.02,3.55,1.47,2.92
2010-12-07,0.00,0.39,0.14,-0.21,0.22,0.20,-0.07,0.12,-0.37,-0.99
2011-03-01,0.00,-2.11,-2.24,-0.92,-1.03,-0.10,1.55,0.04,-0.41,1.90
2011-04-01,0.00,0.67,0.92,0.91,1.80,3.05,2.58,1.48,2.57,4.02
2011-06-06,0.00,-0.06,0.17,1.85,1.64,-0.12,1.59,2.07,3.55,5.04
2011-08-31,0.00,1.83,0.34,-0.76,-0.82,0.93,0.29,-0.94,-2.17,-3.13
2011-12-13,0.00,0.33,-0.22,-0.53,-4.15,-4.28,-4.83,-6.09,-6.93,-5.90
2012-02-15,0.00,0.02,-2.52,-2.16,-2.82,-4.02,-4.69,-6.61,-8.01,-8.41
2012-03-05,0.00,-0.08,-2.21,-2.81,-4.10,-7.14,-11.19,-10.43,-10.43,-13.36
2012-09-10,0.00,-1.39,-3.39,-4.65,-5.93,-6.26,-6.28,-5.77,-5.98,-4.57
2012-10-11,0.00,-0.80,-3.19,-2.37,-0.47,3.16,-0.69,2.60,2.05,3.20
2013-02-25,0.00,0.98,1.69,4.12,6.44,3.97,5.19,4.10,3.84,2.47
2013-09-20,0.00,0.31,1.86,0.90,1.61,2.83,0.55,0.22,1.47,1.55
2013-10-03,0.00,-0.98,0.43,-0.74,-1.37,-2.02,-2.69,-3.24,-3.74,-4.44
2013-10-29,0.00,0.42,0.93,-0.35,-0.10,0.76,2.36,0.83,1.11,0.93
2013-12-11,0.00,1.09,0.54,0.99,1.74,2.87,2.06,-1.70,-1.27,-0.60
2014-01-09,0.00,-0.52,-2.52,-4.58,-4.00,-1.45,-3.03,-3.48,-4.36,-2.46
2014-03-13,0.00,-0.39,-1.28,-1.25,-0.76,-1.56,-2.76,-3.87,-2.88,-2.43
2014-03-26,0.00,0.11,0.13,-0.78,-0.95,-0.25,1.05,2.60,2.61,1.33
2015-04-28,0.00,2.71,-0.24,-0.05,2.21,2.82,2.63,0.79,1.80,2.15
2015-07-31,0.00,3.21,2.57,2.79,2.47,-1.08,4.18,2.70,2.78,2.09
2015-09-09,0.00,-1.46,-2.43,-3.30,-3.41,-1.20,-0.78,-2.35,-0.74,-1.55
2016-02-18,0.00,-0.87,1.41,-0.06,-0.75,-0.91,-0.68,-4.68,-4.90,-5.69
