Company,Vol,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10
AAPL,302,0.0,0.08,-0.26,-0.36,-0.57,-0.43,-0.57,-0.59,-0.58,-0.87
