Date,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10
1996-09-04,0.00,0.55,-3.83,-6.01,-7.65,-10.93,-8.20,-2.19,0.55,2.73
1996-10-16,0.00,0.71,-2.84,-5.69,-6.16,-6.16,-7.11,-7.11,-11.85,-13.27
1996-12-02,0.00,-0.50,-0.50,0.00,-0.50,-2.49,-4.48,-4.98,-7.46,-9.95
1996-12-06,0.00,-2.00,-4.00,-4.50,-7.00,-9.50,-10.00,-7.50,-11.00,-6.00
1997-02-06,0.00,-1.19,-0.79,-0.40,1.98,3.16,13.04,11.46,7.51,3.56
1997-02-13,0.00,9.58,8.05,4.21,0.38,1.92,3.45,4.98,4.21,-0.38
1997-03-20,0.00,-0.75,-0.75,0.75,12.03,9.77,5.26,8.27,13.53,15.79
1997-04-17,0.00,-2.04,0.68,-1.36,-2.72,-4.76,-4.08,-3.74,-7.48,-7.48
1997-05-05,0.00,-2.22,0.74,1.11,4.07,4.07,4.81,5.19,2.22,0.74
1997-09-18,0.00,3.99,-0.85,-1.99,-3.70,-2.85,0.57,-1.14,-1.85,0.00
1997-10-02,0.00,-0.85,-1.41,-2.82,-1.69,2.54,2.54,2.54,7.63,-2.82
1997-10-09,0.00,0.00,0.00,4.96,-5.23,-11.29,-17.63,-15.98,-18.18,-21.76
1997-10-15,0.00,-6.40,-13.08,-11.34,-13.66,-17.44,-22.97,-22.09,-15.70,-18.60
1997-10-28,0.00,-5.71,-2.68,-0.71,2.50,5.00,8.57,12.86,6.79,5.00
1998-04-20,0.00,-5.17,-4.53,-3.66,-4.31,-7.11,-6.90,-5.60,-3.45,0.22
1998-06-22,0.00,1.57,2.70,1.35,3.15,3.15,7.64,4.27,9.21,9.66
1998-08-05,0.00,-1.02,2.88,5.76,8.64,6.95,9.83,13.73,15.42,11.19
1998-08-21,0.00,-0.91,-1.97,-8.95,-17.00,-24.28,-17.15,-13.66,-15.93,-14.72
1998-09-10,0.00,-1.16,1.50,-0.83,-4.32,-2.33,-1.83,-1.66,1.83,2.33
1998-10-19,0.00,2.95,1.91,-1.56,3.81,-2.25,2.08,1.04,2.95,4.33
1998-12-28,0.00,-1.84,0.31,1.07,6.13,2.30,10.26,10.26,12.40,13.02
1999-01-13,0.00,-0.15,-1.21,-1.96,-6.19,-6.34,-4.83,-2.11,-3.02,-1.21
1999-06-02,0.00,1.45,3.16,0.53,2.11,1.45,-2.11,-4.22,-2.90,1.05
1999-09-14,0.00,1.91,2.07,4.89,-8.13,-6.72,-16.00,-13.85,-18.66,-20.90
1999-11-19,0.00,2.41,4.48,4.90,4.34,8.00,13.72,21.59,26.90,28.00
2000-01-25,0.00,-0.17,-7.77,-5.84,-9.02,-10.32,-6.24,-1.99,3.52,4.25
