Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
AAPL     | 71 | 0.0 | -0.1 | 0.47 | -0.05 | 0.32 | -0.31 | 0.04 | 0.22 | -0.08 | 0.77 | 0.52
