Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
AAPL     | 61 | 0.0 | -0.72 | -0.09 | 0.48 | -1.03 | 0.45 | -0.2 | 0.69 | 0.52 | -0.73 | -0.27
