Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
FB     | 8 | 0.0 | 0.98 | 0.09 | 0.63 | 0.1 | 1.01 | 0.83 | -0.06 | 0.24 | 0.61 | 0.9
