Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
FB     | 10 | 0.0 | -0.71 | 1.15 | 0.46 | -0.47 | 0.99 | 0.14 | -0.75 | 0.09 | -2.12 | -1.09
