Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
GOOG     | 18 | 0.0 | 0.53 | -0.01 | 0.22 | -0.82 | -0.0 | -0.02 | 0.04 | 0.34 | 0.28 | 0.47
