Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
GOOG     | 12 | 0.0 | 0.41 | 0.4 | -1.16 | 0.06 | 0.09 | 0.11 | -0.33 | -0.31 | 0.18 | -0.11
