Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
EA     | 42 | 0.0 | -0.69 | 0.23 | 0.43 | 0.9 | 0.39 | -0.47 | 0.06 | -0.05 | -0.12 | -0.42
