Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
AXP     | 57 | 0.0 | 0.15 | -0.4 | 0.27 | 0.19 | -0.05 | 0.37 | -0.33 | 0.11 | 0.48 | -1.15
