Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
AMZN     | 20 | 0.0 | -0.21 | 1.77 | -4.83 | 1.28 | 0.83 | -2.9 | 1.13 | 1.03 | 0.3 | 2.17
