Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
AMZN     | 19 | 0.0 | -0.31 | 0.41 | 2.19 | -2.58 | -0.57 | -0.37 | -4.32 | 0.37 | 0.25 | 0.7
