Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
RAI     | 14 | 0.0 | 0.03 | -0.38 | -1.45 | 0.43 | -0.32 | -0.08 | -0.14 | 0.04 | -0.33 | -0.62
