Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
RAI     | 16 | 0.0 | -0.01 | 0.1 | 0.83 | -0.85 | -0.26 | -0.79 | 0.14 | 0.39 | -0.4 | 0.33
