Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
IBM     | 88 | 0.0 | 0.17 | -0.31 | 0.09 | -0.1 | -0.04 | -0.13 | -0.01 | 0.19 | -0.09 | -0.09
