Company | Vol | Day 1| Day 2| Day 3| Day 4| Day 5| Day 6| Day 7| Day 8| Day 9| Day 10| Day 11
---------------------------------------------------------------------------------------------
IBM     | 102 | 0.0 | 0.02 | 0.15 | -0.34 | 0.03 | -0.24 | -0.1 | 0.19 | -0.1 | -0.1 | -0.23
